movement,x,y,z
nine,-18300,2860,-29884
nine,3088,3044,3408
nine,-4420,-48,16444
nine,15800,-3316,25480
nine,-1508,-1660,-2664
nine,-2832,7752,3944
nine,22696,-3968,-1116
nine,10704,-10576,15712
nine,3336,-1076,31804
nine,-16524,8096,32767
nine,12712,-8480,-20728
nine,2964,-18104,32767
nine,6120,-5604,-2852
nine,-7820,1100,19284
nine,-8840,5484,832
nine,9008,-316,26680
nine,-2880,-6404,23760
nine,-6364,8644,8516
nine,-6332,-6200,9700
nine,8416,11620,5308
nine,-1076,14900,23000
nine,1412,4808,6752
nine,-2044,-3004,15060
nine,-7092,4176,20908
nine,-8180,-4496,2468
nine,-620,3140,17340
nine,-3600,-4516,-11456
nine,76,1640,9388
nine,3572,-5320,-744
nine,16540,-1272,-6932
nine,-7508,-9100,-14980
nine,6688,-3060,9052
nine,6432,-12556,-7400
nine,-21864,-4016,4936
nine,1688,-7288,16776
nine,-4576,16180,19804
nine,13064,5260,-5392
nine,8692,2540,7688
nine,-16580,724,19268
nine,17748,2728,32767
nine,-13128,10600,-6684
nine,22720,9160,32767
nine,-5680,-4936,-3352
nine,26252,-4632,12812
nine,-13112,14736,23456
nine,-3652,13888,8644
nine,21280,7444,32767
nine,-13636,-4932,-6632
nine,6684,-4296,6432
nine,12644,-1128,23144
nine,-5220,4660,-15828
nine,5540,1532,6112
nine,2948,-10588,17976
nine,-17316,-2852,32676
nine,3696,5552,32767
nine,-11644,7960,-22164
nine,16752,-68,8096
nine,-18384,-10264,-7096
nine,8824,-6352,25140
nine,-3128,4856,24404
nine,20240,-3360,-4180
nine,7744,2668,1392
nine,-8704,3676,26544
nine,-2364,8560,23700
nine,-8032,5468,9136
nine,12280,6788,2408
nine,9008,8340,10608
nine,300,13556,10440
nine,-5736,17096,32767
nine,-40,4304,3496
nine,-5420,-3992,-11388
nine,17188,-8536,-496
nine,-9216,-1848,12892
nine,-9116,5280,-4052
nine,1404,-3752,32767
nine,-4800,-4764,7220
nine,11856,-12780,9496
nine,-15112,-6004,-15876
nine,5228,-17756,5836
nine,-23228,-22420,-1456
nine,6476,-17896,19188
